MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,SaleType,SaleCondition,LotFrontage_na,Alley_na,MasVnrType_na,MasVnrArea_na,BsmtQual_na,BsmtCond_na,BsmtExposure_na,BsmtFinType1_na,BsmtFinType2_na,Electrical_na,FireplaceQu_na,GarageType_na,GarageYrBlt_na,GarageFinish_na,GarageQual_na,GarageCond_na,PoolQC_na,Fence_na,MiscFeature_na
9,RL,4.0943445622221,9.620654483038743,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,57,57,Gable,CompShg,MetalSd,MetalSd,,0.0,3,3,CBlock,,,,,534,,1,246,876,GasA,3,Y,,6.895682697747868,0,0,6.895682697747868,0,0,1,0,3,1,3,6,Typ,0,,,57.0,,1,276,,,Y,0,80,0,0,0,0,,,,0,5,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,4.477336814478207,10.118036306451927,Pave,,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,8,5,4,3,Gable,CompShg,VinylSd,VinylSd,,366.0,4,3,PConc,,,,,976,,0,868,1844,GasA,5,Y,,7.519692404116539,0,0,7.519692404116539,1,0,2,0,2,1,4,7,Typ,1,,,4.0,,2,620,,,Y,165,44,0,0,0,0,,,,0,9,COD,Abnorml,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,4.382026634673881,10.1229615251312,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,37,4,Gable,CompShg,VinylSd,VinylSd,,144.0,4,4,CBlock,,,,,656,,0,602,1258,GasA,5,Y,,7.1372784372603855,0,0,7.1372784372603855,0,1,2,0,3,1,4,5,Typ,0,,,37.0,,2,528,,,Y,55,0,0,1,0,0,,,,0,10,COD,Abnorml,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
11,RL,3.6375861597263857,10.48260942780192,Pave,,IR2,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,12,12,Gable,CompShg,BrkFace,BrkFace,,0.0,4,3,PConc,,,,,786,,0,474,1260,GasA,5,Y,,7.160845906664299,0,0,7.160845906664299,1,0,1,1,1,1,5,4,Typ,2,,,12.0,,2,500,,,Y,120,30,0,0,1,0,,,,0,12,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,4.584967478670572,10.163720280210851,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,1,1,Gable,CompShg,VinylSd,VinylSd,,248.0,4,3,PConc,,,,,0,,0,1626,1626,GasA,5,Y,,7.3987862754199485,0,0,7.3987862754199485,0,0,2,0,3,1,4,7,Typ,1,,,1.0,,3,866,,,Y,0,44,0,0,0,0,,,,0,5,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
4,RL,3.1780538303479458,8.30231421871038,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,5,35,35,Gable,CompShg,Plywood,Brk Cmn,,0.0,3,3,CBlock,,,,,257,,1,103,855,GasA,3,Y,,6.75110146893676,467,0,7.186901020411631,0,1,2,1,3,1,3,6,Typ,1,,,35.0,,2,440,,,Y,260,0,0,0,0,0,,,,0,6,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
12,RL,4.30406509320417,9.889692016043632,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2,2,Gable,CompShg,VinylSd,VinylSd,,0.0,4,3,PConc,,,,,0,,0,707,707,GasA,5,Y,,6.561030665896573,707,0,7.254177846456518,0,0,2,1,3,1,4,6,Typ,1,,,2.0,,2,403,,,Y,100,35,0,0,0,0,,,,0,10,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,4.290459441148391,10.209820304866582,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,13,13,Hip,CompShg,VinylSd,VinylSd,,196.0,4,3,PConc,,,,,690,,0,814,1504,GasA,5,Y,,7.315883504509785,0,0,7.315883504509785,1,0,2,0,3,1,4,6,Typ,1,,,13.0,,2,478,,,Y,115,66,0,0,0,0,,,,0,6,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,3.912023005428146,10.474337577461387,Pave,,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,0,0,Hip,CompShg,VinylSd,VinylSd,,27.0,4,3,PConc,,,,,0,,0,1670,1670,GasA,5,Y,,7.4205789054108005,0,0,7.4205789054108005,0,0,2,0,3,1,4,7,Typ,1,,,0.0,,3,690,,,Y,144,60,0,0,0,0,,,,0,8,New,Partial,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
12,RL,,10.671478871465814,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,2Story,7,7,33,4,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,4,3,CBlock,,,,,125,,1,36,1192,GasA,3,Y,,7.323830566202317,651,0,7.681099001536359,1,0,2,1,3,1,4,9,Typ,2,,,33.0,,2,518,,,Y,220,47,0,0,0,0,,,,0,7,WD,Normal,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
11,RL,3.970291913552122,8.948556679542405,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,6,6,31,31,Gable,CompShg,Plywood,Plywood,,0.0,3,3,CBlock,,,,,559,,0,510,1069,GasA,3,Y,,6.974478911025045,0,0,6.974478911025045,0,0,2,0,2,1,3,4,Typ,0,,,31.0,,2,440,,,Y,0,55,0,0,1,0,,,,0,10,COD,Abnorml,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
1,RM,3.5553480614894135,8.838081944598306,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SFoyer,6,5,1,0,Gable,CompShg,VinylSd,VinylSd,,82.0,3,3,PConc,,,,,547,,0,0,547,GasA,4,Y,,6.977281341630747,0,0,6.977281341630747,1,0,2,0,2,1,3,5,Typ,0,,,1.0,,2,525,,,Y,0,44,0,0,0,0,,,,0,6,New,Partial,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,3.912023005428146,11.502703088187525,Grvl,,Reg,Lvl,AllPub,Inside,Mod,Timber,Norm,Norm,1Fam,1Story,5,4,44,44,Hip,CompShg,MetalSd,MetalSd,,226.0,3,3,CBlock,,,,,1159,,0,413,1572,GasA,4,Y,,7.360103972989152,0,0,7.360103972989152,1,0,1,1,3,1,3,5,Typ,2,,,44.0,,3,995,,,Y,0,263,0,0,1,0,,,,0,5,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
5,RM,4.584967478670572,9.85866035559909,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,6,119,13,Hip,CompShg,VinylSd,VinylSd,,0.0,3,3,BrkTil,,,,,1088,,0,0,1088,GasA,3,Y,,7.080026499922591,561,1,7.533158807455563,0,0,1,0,2,1,3,7,Typ,0,,,46.0,,2,456,,,Y,48,0,1,0,0,0,,,,0,9,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
1,RL,4.007333185232471,9.306116859988789,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Unf,4,6,51,51,Gable,CompShg,MetalSd,MetalSd,,0.0,3,3,CBlock,,,,,0,,0,882,882,GasA,5,Y,,6.782192056006791,0,0,6.782192056006791,0,0,1,0,1,1,3,4,Typ,0,,,,,0,0,,,Y,0,0,0,0,0,0,,,,0,4,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9,RL,4.454347296253507,10.416968960578037,Pave,,IR1,HLS,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,5,2,1,Hip,CompShg,VinylSd,VinylSd,,200.0,4,3,PConc,,,,,1249,,0,673,1922,GasA,5,Y,,7.561121589530238,0,0,7.561121589530238,1,0,2,0,3,1,4,8,Typ,1,,,2.0,,3,676,,,Y,178,51,0,0,0,0,,,,0,7,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,4.0943445622221,9.620654483038743,Pave,,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,36,36,Gable,CompShg,HdBoard,HdBoard,,0.0,3,3,CBlock,,,,,632,,0,148,780,GasA,5,Y,,6.659293919683638,0,0,6.659293919683638,0,0,1,0,2,1,3,4,Typ,0,,,35.0,,1,352,,,Y,196,0,0,0,0,0,,,,0,1,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
8,RL,4.442651256490317,10.388857035580628,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,50,21,Gable,CompShg,MetalSd,MetalSd,,0.0,3,4,CBlock,,,,,0,,0,533,533,GasA,3,Y,,6.928537818164665,580,0,7.3783837129967145,0,1,1,0,3,1,3,6,Min2,0,,,50.0,,1,300,,,Y,280,34,0,0,0,0,,,,0,12,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,4.820281565605037,10.573801401438535,Pave,,IR1,Low,AllPub,Inside,Mod,StoneBr,Norm,Norm,1Fam,1Story,7,5,4,4,Hip,CompShg,VinylSd,VinylSd,,16.0,4,3,PConc,,,,,1274,,0,256,1530,GasA,5,Y,,7.333023014386481,0,0,7.333023014386481,1,0,2,0,3,1,4,7,Typ,1,,,4.0,,2,430,,,Y,168,36,0,0,0,0,,,,0,6,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,,9.85332004995406,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,24,24,Gable,CompShg,HdBoard,Plywood,,0.0,3,3,CBlock,,,,,625,,0,208,833,GasA,5,Y,,6.725033642166843,0,0,6.725033642166843,1,0,1,0,3,1,3,5,Typ,0,,,,,0,0,,,Y,0,0,0,0,0,0,,,,0,3,WD,Normal,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5,RM,3.912023005428146,9.407566278407877,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,3,7,59,5,Gable,CompShg,MetalSd,MetalSd,,0.0,3,4,CBlock,,,,,331,,0,318,649,GasA,5,Y,,6.520621127558696,504,0,7.075808863978387,0,0,1,1,2,1,3,6,Typ,0,,,26.0,,1,308,,,Y,0,176,0,0,0,0,,,,0,6,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,,9.570342010232622,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,48,0,Gable,CompShg,HdBoard,HdBoard,,0.0,3,4,CBlock,,,,,659,,0,381,1040,GasA,5,Y,,6.946975992135418,0,0,6.946975992135418,1,0,1,1,3,1,3,6,Typ,0,,,48.0,,1,260,,,Y,0,104,0,0,0,0,,,,0,4,WD,Normal,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
12,RL,4.343805421853684,10.00222324556066,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1,0,Hip,CompShg,VinylSd,VinylSd,,340.0,4,3,PConc,,,,,1150,,0,316,1466,GasA,5,Y,,7.290292882446597,1362,0,7.947325027016463,1,0,3,0,4,1,4,11,Typ,1,,,1.0,,3,1052,,,Y,125,144,0,0,0,0,,,,0,4,New,Partial,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
5,RL,4.382026634673881,9.95829931831355,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,5,58,58,Gable,CompShg,VinylSd,VinylSd,,0.0,3,3,CBlock,,,,,280,,0,752,1032,GasA,3,Y,,6.939253946041508,220,0,7.132497551660044,0,0,1,0,3,1,3,6,Typ,0,,,58.0,,1,288,,,Y,0,0,1,0,0,0,,,,0,4,WD,Abnorml,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,4.31748811353631,9.668460516349608,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,51,16,Hip,CompShg,BrkFace,BrkFace,,0.0,3,3,CBlock,,,,,340,,1,0,1246,GasA,5,Y,,7.1276936993473985,0,0,7.1276936993473985,1,0,1,1,3,1,4,6,Typ,0,,,51.0,,1,305,,,Y,218,0,0,0,0,0,,,,0,5,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
1,RM,3.912023005428146,9.407566278407877,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,6,7,83,5,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,4,3,PConc,,,,,0,,0,884,884,GasA,4,Y,,6.806829360392176,0,0,6.806829360392176,0,0,1,0,2,1,3,4,Typ,0,,,83.0,,1,180,,,Y,0,0,1,0,0,0,,,,0,1,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
5,RM,4.0943445622221,10.09703958498912,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,95,60,Gable,CompShg,MetalSd,MetalSd,,0.0,3,4,PConc,,,,,686,,0,0,686,GasA,3,Y,,6.873163834212518,686,0,7.409741954080923,1,0,2,0,4,1,3,7,Typ,0,,,49.0,,1,416,,,Y,0,0,1,0,0,0,,,,1,6,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
1,RL,4.0943445622221,10.235488121925654,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,60,59,Gable,CompShg,HdBoard,HdBoard,,0.0,4,3,CBlock,,,,,375,,0,457,832,GasA,4,Y,,6.943122422819428,0,1,7.145196134997171,0,0,1,0,3,1,3,6,Typ,1,,,60.0,,1,288,,,Y,0,28,0,0,0,0,,,,0,9,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
5,RL,4.04305126783455,9.677485986073567,Pave,,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,6,6,81,59,Gable,CompShg,BrkFace,Stone,,0.0,3,3,BrkTil,,,,,0,,0,896,896,GasA,4,Y,,7.066466970136958,741,0,7.556427969440253,0,0,1,1,3,1,3,9,Typ,1,,,80.0,,2,342,,,Y,0,0,0,0,0,0,,,,0,3,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
11,RL,3.784189633918261,9.477610920318547,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,1,0,Gable,CompShg,VinylSd,VinylSd,,128.0,4,3,PConc,,,,,733,,0,625,1358,GasA,5,Y,,7.213768308118642,0,0,7.213768308118642,1,0,2,0,2,1,4,6,Typ,1,,,0.0,,2,484,,,Y,192,35,0,0,0,0,,,,0,6,New,Partial,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,,10.236557971856914,Pave,,IR3,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,1Story,6,3,37,37,Gable,CompShg,Plywood,Plywood,,0.0,3,3,CBlock,,,,,1237,,0,420,1657,GasA,4,Y,,7.4127640174265625,0,0,7.4127640174265625,0,1,2,0,3,1,3,7,Typ,1,,,37.0,,2,484,,,Y,0,0,0,0,1,0,,,,0,3,WD,Normal,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
0,RL,4.007333185232471,10.037387269668644,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1Story,6,7,90,8,Gable,CompShg,Stucco,Wd Shng,,0.0,3,4,BrkTil,,,,,210,,1,0,816,GasA,5,Y,,6.731018100482083,0,0,6.731018100482083,1,0,1,0,2,1,2,5,Typ,0,,,47.0,,1,275,,,N,0,0,1,0,0,0,,,,0,5,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
12,RL,,9.849970211401333,Pave,,IR1,Lvl,AllPub,FR2,Gtl,Gilbert,RRNn,Norm,1Fam,2Story,7,5,10,10,Gable,CompShg,VinylSd,VinylSd,,298.0,4,3,PConc,,,,,772,,0,220,992,GasA,5,Y,,6.92951677076365,1038,0,7.630461261783627,1,0,2,1,3,1,4,8,Typ,1,,,10.0,,2,390,,,Y,0,0,0,1,0,0,,,,0,6,WD,Normal,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
4,RL,3.58351893845611,8.369892238927369,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,5,4,Gable,CompShg,VinylSd,Wd Shng,,106.0,4,3,PConc,,,,,573,,0,191,764,GasA,5,Y,,6.638567789166521,862,0,7.3938782901077555,1,0,2,1,2,1,4,6,Typ,0,,,5.0,,2,474,,,Y,0,27,0,0,0,0,,,,0,10,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
12,RL,4.382026634673881,9.929017299497168,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,7,41,41,Gable,CompShg,HdBoard,HdBoard,,143.0,3,3,CBlock,,,,,371,,0,292,663,GasA,3,Y,,6.4967749901858625,689,0,7.20934025660291,0,0,1,1,4,1,3,7,Typ,0,,,41.0,,1,299,,,Y,379,36,0,0,0,0,,,,0,3,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
5,RL,4.3694478524670215,9.944987844290043,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,5,66,57,Gable,CompShg,WdShing,Wd Shng,,0.0,3,3,CBlock,,,,,368,,1,359,768,GasA,3,Y,,6.875232087276577,408,0,7.226936018493289,1,0,1,0,3,1,3,6,Typ,1,,,66.0,,1,240,,,Y,0,0,0,0,0,0,,,,0,4,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
7,RL,4.30406509320417,10.220212380515324,Pave,,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,6,7,74,13,Hip,CompShg,Stucco,Stucco,,0.0,3,3,CBlock,,,,,326,,0,389,715,GasA,2,Y,,6.744059186311348,811,0,7.414572881350589,0,0,1,1,3,1,3,6,Typ,1,,,69.0,,1,240,,,Y,0,0,0,0,0,0,,,,0,8,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
12,RL,4.290459441148391,9.815116809126827,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1,0,Gable,CompShg,VinylSd,VinylSd,,0.0,3,3,PConc,,,,,0,,0,616,616,GasA,5,Y,,6.423246963533519,796,0,7.252762418053187,0,0,2,1,3,1,4,6,Typ,1,,,0.0,,2,432,,,Y,0,36,0,0,0,0,,,,0,3,New,Partial,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
5,RM,4.0943445622221,10.043453482460944,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,7,102,13,Gable,CompShg,MetalSd,MetalSd,,0.0,3,3,CBlock,,,,,0,,0,756,756,GasA,5,Y,,6.628041376179533,713,0,7.292337176173877,0,0,1,0,3,1,3,7,Typ,0,,,102.0,,1,216,,,Y,57,0,1,0,0,0,,,,0,6,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
8,RL,4.330733340286331,10.002459544804244,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,7,7,Gable,CompShg,VinylSd,VinylSd,,0.0,3,3,PConc,,,,,0,,0,384,384,GasA,5,Y,,6.651571873589727,656,0,7.265429723253953,0,0,2,1,3,1,3,8,Typ,1,,,7.0,,2,400,,,Y,100,0,0,0,0,0,,,,0,12,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,4.442651256490317,10.058429783557234,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,55,55,Hip,CompShg,Wd Sdng,Wd Sdng,,216.0,3,3,CBlock,,,,,500,,0,594,1094,GasA,5,Y,,6.9975959829819265,0,0,6.9975959829819265,0,0,1,0,3,1,3,5,Typ,2,,,55.0,,2,495,,,Y,0,0,0,0,1,0,,,,0,6,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,4.23410650459726,10.15063518610446,Pave,,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,5,1,0,Gable,CompShg,VinylSd,Other,,238.0,4,3,PConc,,,,,1422,,0,392,1814,GasA,5,Y,,7.509883061154913,0,0,7.509883061154913,1,0,2,0,3,1,4,7,Typ,1,,,1.0,,3,758,,,Y,180,75,0,0,1,0,,,,0,8,New,Partial,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
5,RL,4.0943445622221,9.753458129705077,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,7,58,1,Gable,CompShg,MetalSd,MetalSd,,0.0,3,4,CBlock,,,,,0,,0,672,672,GasA,5,Y,,6.51025834052315,252,0,6.828712071641684,0,0,1,0,3,1,3,6,Typ,1,,,4.0,,2,576,,,Y,0,0,0,0,0,0,,,,1,7,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
11,RL,,9.557210391489605,Pave,,IR1,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,25,25,Gable,CompShg,HdBoard,HdBoard,,0.0,4,3,PConc,,,,,368,,1,0,1488,GasA,3,Y,,7.31455283232408,0,0,7.31455283232408,1,0,1,1,1,1,4,4,Typ,0,,,25.0,,2,528,,,Y,0,54,0,0,1,0,,,,0,6,WD,Normal,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
12,RL,4.3694478524670215,10.297498479599424,Pave,,IR1,HLS,AllPub,Inside,Mod,ClearCr,Feedr,Norm,1Fam,2Story,6,5,11,11,Gable,CompShg,VinylSd,VinylSd,,0.0,3,3,PConc,,,,,462,,0,154,616,GasA,4,Y,,6.423246963533519,1072,0,7.431299675155903,1,0,2,1,4,1,4,8,Typ,0,,,11.0,,2,603,,,Y,403,114,1,0,0,0,,,,1,5,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,FV,4.0943445622221,9.620654483038743,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,0,0,Gable,CompShg,VinylSd,VinylSd,,68.0,4,3,PConc,,,,,905,,0,357,1262,GasA,4,Y,,7.140453043101158,0,0,7.140453043101158,0,0,2,0,2,1,4,5,Typ,0,,,0.0,,2,572,,,Y,0,120,0,0,0,0,,,,0,5,New,Partial,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,4.430816798843313,10.18845928986924,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Somerst,RRNn,Norm,1Fam,1Story,9,5,1,1,Hip,CompShg,VinylSd,ImStucc,,302.0,5,3,PConc,,,,,0,,0,1905,1905,GasA,5,Y,,7.552237287560802,0,0,7.552237287560802,0,0,2,0,3,1,5,8,Typ,1,,,1.0,,3,788,,,Y,0,191,0,0,0,0,,,,0,3,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
12,RL,4.31748811353631,10.161238841537669,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,10,9,Gable,CompShg,VinylSd,VinylSd,,202.0,4,3,PConc,,,,,252,,0,901,1153,GasA,5,Y,,7.050122520269059,878,0,7.616283561580385,0,0,2,1,3,1,4,8,Typ,1,,,10.0,,2,541,,,Y,192,84,0,0,0,0,,,,0,7,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,4.356708826689592,10.022725181325429,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,35,35,Hip,CompShg,HdBoard,HdBoard,,174.0,3,3,CBlock,,,,,0,,0,1064,1064,GasA,3,Y,,7.2078598714324755,0,0,7.2078598714324755,0,0,2,0,3,1,3,7,Typ,1,,,35.0,,2,478,,,Y,0,0,0,0,0,0,,,,0,8,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
12,RL,3.784189633918261,9.951908551225566,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,6,7,7,Gable,CompShg,VinylSd,VinylSd,,223.0,4,3,PConc,,,,,483,,0,458,941,GasA,5,Y,,6.846943139585379,888,0,7.511524648390866,1,0,2,1,3,1,4,7,Typ,1,,,7.0,,2,613,,,Y,192,39,0,0,0,0,,,,0,1,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RH,4.0943445622221,9.714424203840492,Pave,,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,5,5,41,41,Gable,CompShg,VinylSd,VinylSd,,0.0,3,3,CBlock,,,,,641,,0,187,828,GasA,4,Y,,6.872128101338986,0,0,6.872128101338986,1,0,1,0,3,1,3,6,Typ,0,,,27.0,,1,300,,,Y,421,0,0,0,0,0,,,,0,7,WD,Abnorml,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
